"","from","to"
"4866","survival","stats"
"4867","survival","utils"
"4868","survival","graphics"
"4869","survival","splines"
"4870","survival","R"
"4871","survivalBIV","mgcv"
"4872","survivalBIV","survival"
"4873","survivalBIV","base"
"4874","survivalROC","R"
"4875","survrec","boot"
"4876","svDialogs","R"
"4877","svDialogs","tcltk"
"4878","svGUI","svMisc"
"4879","svIDE","R"
"4880","svMisc","R"
"4881","svSocket","R"
"4882","svSweave","R"
"4883","svTools","R"
"4884","svUnit","R"
"4885","svWidgets","R"
"4886","svcR","spdep"
"4887","svcR","quadprog"
"4888","svcR","ade4"
"4889","svcR","methods"
"4890","svcR","amap"
"4891","svcm","Matrix"
"4892","svcm","splines"
"4893","swamp","impute"
"4894","swamp","amap"
"4895","swamp","gplots"
"4896","symbols","shape"
"4897","symmoments","mvtnorm"
"4898","synchronicity","methods"
"4899","systemfit","Matrix"
"4900","systemfit","car"
"4901","systemfit","lmtest"
"4902","TANOVA","MASS"
"4903","TANOVA","splines"
"4904","TGUICore","tcltk"
"4905","TGUICore","tkrplot"
"4906","TGUICore","utils"
"4907","TGUITeaching","TGUICore"
"4908","TGUITeaching","tcltk"
"4909","TGUITeaching","tkrplot"
"4910","TGUITeaching","lattice"
"4911","TGUITeaching","car"
"4912","TIMP","vcd"
"4913","TIMP","fields"
"4914","TIMP","gplots"
"4915","TIMP","splines"
"4916","TIMP","gclus"
"4917","TIMP","nnls"
"4918","TIMP","odesolve"
"4919","TIMP","minpack.lm"
"4920","TRAMPR","R"
"4921","TSA","leaps"
"4922","TSA","locfit"
"4923","TSA","mgcv"
"4924","TSA","tseries"
"4925","TSHRC","R"
"4926","TSMySQL","tframe"
"4927","TSMySQL","tframePlus"
"4928","TSMySQL","TSdbi"
"4929","TSMySQL","RMySQL"
"4930","TSPostgreSQL","tframe"
"4931","TSPostgreSQL","tframePlus"
"4932","TSPostgreSQL","TSdbi"
"4933","TSPostgreSQL","RPostgreSQL"
"4934","TSSQLite","tframe"
"4935","TSSQLite","tframePlus"
"4936","TSSQLite","TSdbi"
"4937","TSSQLite","RSQLite"
"4938","TSdbi","tframe"
"4939","TSfame","tframe"
"4940","TSfame","tframePlus"
"4941","TSfame","TSdbi"
"4942","TSfame","DBI"
"4943","TSfame","fame"
"4944","TSfame","tis"
"4945","TSfame","zoo"
"4946","TSgetSymbol","DBI"
"4947","TSgetSymbol","TSdbi"
"4948","TSgetSymbol","quantmod"
"4949","TSgetSymbol","tframe"
"4950","TSgetSymbol","tframePlus"
"4951","TShistQuote","DBI"
"4952","TShistQuote","TSdbi"
"4953","TShistQuote","tseries"
"4954","TShistQuote","tframe"
"4955","TShistQuote","tframePlus"
"4956","TShistQuote","zoo"
"4957","TSodbc","tframe"
"4958","TSodbc","tframePlus"
"4959","TSodbc","TSdbi"
"4960","TSodbc","DBI"
"4961","TSodbc","RODBC"
"4962","TSpadi","DBI"
"4963","TSpadi","TSdbi"
"4964","TSpadi","tframe"
"4965","TSxls","DBI"
"4966","TSxls","TSdbi"
"4967","TSxls","tframe"
"4968","TSxls","tframePlus"
"4969","TSxls","gdata"
"4970","TSxls","zoo"
"4971","TSzip","DBI"
"4972","TSzip","TSdbi"
"4973","TSzip","tframe"
"4974","TSzip","tframePlus"
"4975","TSzip","gdata"
"4976","TTR","xts"
"4977","TWIX","R"
"4978","TeachingSampling","R"
"4979","TinnR","Hmisc"
"4980","TinnR","R2HTML"
"4981","ToxLim","LIM"
"4982","TraMineR","RColorBrewer"
"4983","TraMineR","boot"
"4984","TreePar","ape"
"4985","TreePar","TreeSim"
"4986","TreeRank","rpart"
"4987","TreeRank","tcltk"
"4988","TreeRank","igraph"
"4989","TreeRank","colorspace"
"4990","TreeRank","tkrplot"
"4991","TreeRank","kernlab"
"4992","TreeRank","coin"
"4993","TreeRank","randomForest"
"4994","TreeSim","ape"
"4995","TreeSim","geiger"
"4996","TripleR","reshape"
"4997","TripleR","plyr"
"4998","TripleR","ggplot2"
"4999","TwoStepCLogit","survival"
"5000","TwoWaySurvival","splines"
"5001","tableplot","grid"
"5002","tabplot","grid"
"5003","tabplot","RColorBrewer"
"5004","tabplot","plyr"
"5005","taskPR","R"
"5006","tawny","futile"
"5007","tawny","futile.logger"
"5008","tawny","zoo"
"5009","tawny","xts"
"5010","tawny","quantmod"
"5011","tcltk2","R"
"5012","tcltk2","tcltk"
"5013","tclust","mvtnorm"
"5014","tdm","R"
"5015","tdm","BRugs"
"5016","tdthap","R"
"5017","tensorA","R"
"5018","tensorA","stats"
"5019","termstrc","Rcpp"
"5020","termstrc","zoo"
"5021","termstrc","rgl"
"5022","termstrc","lmtest"
"5023","testthat","R"
"5024","texmex","mvtnorm"
"5025","textir","slam"
"5026","tfer","methods"
"5027","tframe","R"
"5028","tframePlus","tframe"
"5029","tgp","R"
"5030","tgram","zoo"
"5031","tiger","e1071"
"5032","tiger","hexbin"
"5033","tiger","qualV"
"5034","tiger","klaR"
"5035","tiger","som"
"5036","tikzDevice","filehash"
"5037","tileHMM","R"
"5038","tileHMM","methods"
"5039","timeDate","R"
"5040","timeDate","graphics"
"5041","timeDate","utils"
"5042","timeDate","stats"
"5043","timeDate","methods"
"5044","timeSeries","timeDate"
"5045","timereg","survival"
"5046","timereg","R"
"5047","timsac","R"
"5048","tis","R"
"5049","titan","MASS"
"5050","titan","boot"
"5051","titan","tcltk"
"5052","titan","splines"
"5053","titan","lattice"
"5054","tkrgl","rgl"
"5055","tkrplot","R"
"5056","tkrplot","grDevices"
"5057","tkrplot","tcltk"
"5058","tlemix","flexmix"
"5059","tlnise","R"
"5060","tm","R"
"5061","tm","methods"
"5062","tm.plugin.dc","tm"
"5063","tmvtnorm","mvtnorm"
"5064","tmvtnorm","utils"
"5065","tmvtnorm","stats4"
"5066","tnet","igraph"
"5067","tnet","survival"
"5068","tolerance","rgl"
"5069","topicmodels","stats4"
"5070","topicmodels","methods"
"5071","topicmodels","modeltools"
"5072","topicmodels","slam"
"5073","topicmodels","tm"
"5074","tossm","splancs"
"5075","tossm","grid"
"5076","tossm","gpclib"
"5077","tossm","hierfstat"
"5078","tossm","mvbutils"
"5079","tossm","rmetasim"
"5080","tossm","wombsoft"
"5081","tossm","deldir"
"5082","tourr","ggplot2"
"5083","tourrGui","tourr"
"5084","tourrGui","colorspace"
"5085","tourrGui","RGtk2"
"5086","tourrGui","gWidgets"
"5087","tourrGui","Cairo"
"5088","tpr","stats"
"5089","tpr","lgtdl"
"5090","track","R"
"5091","trackObjs","R"
"5092","tractor.base","R"
"5093","tractor.base","graphics"
"5094","tractor.base","grDevices"
"5095","tractor.base","stats"
"5096","tractor.base","utils"
"5097","tradeCosts","R"
"5098","tradeCosts","methods"
"5099","tradeCosts","tools"
"5100","tradeCosts","graphics"
"5101","traitr","digest"
"5102","traitr","proto"
"5103","traitr","gWidgets"
"5104","tree","R"
"5105","tree","grDevices"
"5106","tree","graphics"
"5107","tree","stats"
"5108","treelet","ape"
"5109","treemap","grid"
"5110","treemap","RColorBrewer"
"5111","treemap","plyr"
"5112","treethresh","EbayesThresh"
"5113","treethresh","wavethresh"
"5114","trex","R"
"5115","triads","igraph"
"5116","triangle","R"
"5117","trimcluster","R"
"5118","trio","survival"
"5119","trio","haplo.stats"
"5120","trip","methods"
"5121","trip","sp"
"5122","tripEstimation","zoo"
"5123","tripEstimation","mgcv"
"5124","tripEstimation","lattice"
"5125","truncgof","R"
"5126","truncnorm","R"
"5127","truncreg","maxLik"
"5128","trust","R"
"5129","tsDyn","mgcv"
"5130","tsDyn","Matrix"
"5131","tsDyn","snow"
"5132","tsDyn","mnormt"
"5133","tsDyn","foreach"
"5134","tsDyn","MASS"
"5135","tsModel","R"
"5136","tseries","quadprog"
"5137","tseries","stats"
"5138","tseries","zoo"
"5139","tseriesChaos","odesolve"
"5140","tsfa","GPArotation"
"5141","tsfa","setRNG"
"5142","tsfa","tframe"
"5143","tsfa","dse"
"5144","tsfa","EvalEst"
"5145","ttime","pvclust"
"5146","ttrTests","fTrading"
"5147","ttrTests","TTR"
"5148","tuneR","R"
"5149","tuneR","methods"
"5150","twang","gbm"
"5151","twang","survey"
"5152","twang","xtable"
"5153","tweedie","statmod"
"5154","twiddler","R"
"5155","twiddler","tcltk"
"5156","twitteR","RCurl"
"5157","twitteR","RJSONIO"
"5158","twitteR","methods"
"5159","twopartqtl","qtl"
"5160","twslm","splines"
"5161","USPS","cluster"
"5162","USPS","lattice"
"5163","USPS","gss"
"5164","UScensus2000","maptools"
"5165","UScensus2000","sp"
"5166","UScensus2000","foreign"
"5167","UScensus2000","methods"
"5168","UScensus2000","grDevices"
"5169","UScensus2000","base"
"5170","UScensus2000","stats"
"5171","UScensus2000","utils"
"5172","UScensus2000","UScensus2000tract"
"5173","UScensus2000","UScensus2000blkgrp"
"5174","UScensus2000","UScensus2000cdp"
"5175","UScensus2000","gpclib"
"5176","UScensus2000add","maptools"
"5177","UScensus2000add","sp"
"5178","UScensus2000add","foreign"
"5179","UScensus2000add","methods"
"5180","UScensus2000add","grDevices"
"5181","UScensus2000add","base"
"5182","UScensus2000add","stats"
"5183","UScensus2000add","utils"
"5184","UScensus2000add","UScensus2000blkgrp"
"5185","UScensus2000add","UScensus2000tract"
"5186","UScensus2000add","UScensus2000cdp"
"5187","UScensus2000add","gpclib"
"5188","UScensus2000add","XML"
"5189","UScensus2000add","UScensus2000"
"5190","UScensus2000blkgrp","maptools"
"5191","UScensus2000blkgrp","sp"
"5192","UScensus2000blkgrp","foreign"
"5193","UScensus2000blkgrp","methods"
"5194","UScensus2000blkgrp","grDevices"
"5195","UScensus2000blkgrp","base"
"5196","UScensus2000blkgrp","stats"
"5197","UScensus2000blkgrp","utils"
"5198","UScensus2000cdp","maptools"
"5199","UScensus2000cdp","sp"
"5200","UScensus2000cdp","foreign"
"5201","UScensus2000cdp","methods"
"5202","UScensus2000cdp","grDevices"
"5203","UScensus2000cdp","base"
"5204","UScensus2000cdp","stats"
"5205","UScensus2000cdp","utils"
"5206","UScensus2000tract","maptools"
"5207","UScensus2000tract","sp"
"5208","UScensus2000tract","foreign"
"5209","UScensus2000tract","methods"
"5210","UScensus2000tract","grDevices"
"5211","UScensus2000tract","base"
"5212","UScensus2000tract","stats"
"5213","UScensus2000tract","utils"
"5214","Unicode","R"
"5215","ucminf","numDeriv"
"5216","ucminf","R"
"5217","ump","R"
"5218","uniCox","survival"
"5219","unmarked","reshape"
"5220","unmarked","lattice"
"5221","unmarked","Rcpp"
"5222","unmarked","RcppArmadillo"
"5223","untb","partitions"
"5224","untb","Brobdingnag"
"5225","untb","polynom"
"5226","untb","vegan"
"5227","urca","R"
"5228","urca","methods"
"5229","urn","R"
"5230","VBmix","e1071"
"5231","VBmix","lattice"
"5232","VBmix","grid"
"5233","VBmix","nnet"
"5234","VBmix","pixmap"
"5235","VBmix","mnormt"
"5236","VBmix","MASS"
"5237","VGAM","R"
"5238","VGAM","splines"
"5239","VGAM","methods"
"5240","VGAM","stats"
"5241","VGAM","stats4"
"5242","VHDClassification","methods"
"5243","VHDClassification","e1071"
"5244","VHDClassification","lattice"
"5245","VHDClassification","stats"
"5246","VIF","R"
"5247","VIM","car"
"5248","VIM","colorspace"
"5249","VIM","robustbase"
"5250","VIM","tcltk"
"5251","VIM","sp"
"5252","VIM","vcd"
"5253","VIM","nnet"
"5254","VIM","tkrplot"
"5255","VLMC","stats"
"5256","VLMC","MASS"
"5257","VarianceGamma","DistributionUtils"
"5258","VarianceGamma","GeneralizedHyperbolic"
"5259","VecStatGraphs2D","MASS"
"5260","VecStatGraphs3D","rgl"
"5261","VecStatGraphs3D","misc3d"
"5262","VecStatGraphs3D","tcltk"
"5263","VennDiagram","R"
"5264","VennDiagram","grid"
"5265","VhayuR","chron"
"5266","VhayuR","zoo"
"5267","VizCompX","lattice"
"5268","VizCompX","emulator"
"5269","VizCompX","mlegp"
"5270","validator","clv"
"5271","validator","clValid"
"5272","validator","flexclust"
"5273","validator","mlbench"
"5274","varSelRF","randomForest"
"5275","varSelectIP","MASS"
"5276","varSelectIP","mvtnorm"
"5277","varcompci","methods"
"5278","vardiag","R"
"5279","vars","MASS"
"5280","vars","strucchange"
"5281","vars","urca"
"5282","vars","lmtest"
"5283","vars","sandwich"
"5284","vbmp","R"
"5285","vcd","MASS"
"5286","vcd","grid"
"5287","vcd","colorspace"
"5288","vcdExtra","vcd"
"5289","vcdExtra","gnm"
"5290","vegdata","foreign"
"5291","vegdata","indicspecies"
"5292","vegetarian","stats"
"5293","venneuler","rJava"
"5294","verification","methods"
"5295","verification","waveslim"
"5296","verification","fields"
"5297","verification","boot"
"5298","verification","CircStats"
"5299","violinmplot","lattice"
"5300","vioplot","sm"
"5301","voronoi","deldir"
"5302","voronoi","spatialkernel"
"5303","voronoi","splancs"
"5304","voronoi","gpclib"
"5305","vwr","RecordLinkage"
"5306","vwr","lattice"
"5307","vwr","latticeExtra"
"5308","WDI","XML"
"5309","WGCNA","impute"
"5310","WGCNA","grDevices"
"5311","WGCNA","dynamicTreeCut"
"5312","WGCNA","utils"
"5313","WGCNA","flashClust"
"5314","WGCNA","qvalue"
"5315","WGCNA","Hmisc"
"5316","WGCNA","splines"
"5317","WINRPACK","RSEIS"
"5318","WMCapacity","gtools"
"5319","WMCapacity","gWidgets"
"5320","WMCapacity","gWidgetsRGtk2"
"5321","WMCapacity","coda"
"5322","WMCapacity","cairoDevice"
"5323","WMTregions","rggobi"
"5324","WMTregions","RGtk2"
"5325","WMTregions","rgl"
"5326","WWGbook","R"
"5327","WaveCD","waveslim"
"5328","WaveCD","lattice"
"5329","WhatIf","lpSolve"
"5330","WilcoxCV","R"
"5331","wSVM","MASS"
"5332","wSVM","quadprog"
"5333","wasim","MASS"
"5334","wasim","qualV"
"5335","wasim","tiger"
"5336","wasim","fast"
"5337","waterfall","lattice"
"5338","waveband","wavethresh"
"5339","waveclock","Rwave"
"5340","wavelets","R"
"5341","wavelets","methods"
"5342","wavemulcor","waveslim"
"5343","waveslim","R"
"5344","waveslim","stats"
"5345","waveslim","graphics"
"5346","waveslim","grDevices"
"5347","wavethresh","MASS"
"5348","wccsom","class"
"5349","wccsom","MASS"
"5350","weights","Hmisc"
"5351","weights","anesrake"
"5352","weirs","R"
"5353","weirs","utils"
"5354","wgaim","qtl"
"5355","wgaim","lattice"
"5356","wikibooks","R"
"5357","wild1","chron"
"5358","wild1","survival"
"5359","wild1","sp"
"5360","wild1","maptools"
"5361","wild1","spatstat"
"5362","wild1","ICSNP"
"5363","wild1","ks"
"5364","wle","circular"
"5365","wmtsa","splus2R"
"5366","wmtsa","ifultools"
"5367","wmtsa","graphics"
"5368","wmtsa","stats"
"5369","wmtsa","MASS"
"5370","wnominate","pscl"
"5371","wq","zoo"
"5372","wvioplot","Hmisc"
"5373","XLConnect","XLConnectJars"
"5374","XLConnect","XLConnectJars (&le;0.1-0)"
"5375","XLConnect","rJava"
"5376","XLConnect","utils"
"5377","XLConnect","methods"
"5378","XLConnectJars","rJava"
"5379","XML","R"
"5380","XML","methods"
"5381","XML","utils"
"5382","x12","R"
"5383","x12","tcltk"
"5384","x12","stats"
"5385","x12","utils"
"5386","x12","grDevices"
"5387","xgobi","R"
"5388","xlsReadWrite","R"
"5389","xlsx","xlsxjars"
"5390","xlsx","rJava"
"5391","xlsxjars","rJava"
"5392","xpose4","lattice"
"5393","xpose4","grid"
"5394","xpose4","Hmisc"
"5395","xpose4","gam"
"5396","xpose4","methods"
"5397","xpose4","xpose4data"
"5398","xpose4","xpose4generic"
"5399","xpose4","xpose4specific"
"5400","xpose4","xpose4classic"
"5401","xpose4classic","lattice"
"5402","xpose4classic","grid"
"5403","xpose4classic","Hmisc"
"5404","xpose4classic","gam"
"5405","xpose4classic","methods"
"5406","xpose4classic","xpose4data"
"5407","xpose4classic","xpose4generic"
"5408","xpose4classic","xpose4specific"
"5409","xpose4data","lattice"
"5410","xpose4data","grid"
"5411","xpose4data","Hmisc"
"5412","xpose4data","gam"
"5413","xpose4data","methods"
"5414","xpose4generic","lattice"
"5415","xpose4generic","grid"
"5416","xpose4generic","Hmisc"
"5417","xpose4generic","gam"
"5418","xpose4generic","methods"
"5419","xpose4generic","xpose4data"
"5420","xpose4specific","lattice"
"5421","xpose4specific","grid"
"5422","xpose4specific","Hmisc"
"5423","xpose4specific","gam"
"5424","xpose4specific","methods"
"5425","xpose4specific","xpose4data"
"5426","xpose4specific","xpose4generic"
"5427","xtable","R"
"5428","xterm256","highlight"
"5429","xts","zoo"
"5430","YaleToolkit","grid"
"5431","YaleToolkit","lattice"
"5432","YaleToolkit","vcd"
"5433","YaleToolkit","MASS"
"5434","YaleToolkit","colorspace"
"5435","YjdnJlp","XML"
"5436","YjdnJlp","RCurl"
"5437","YjdnJlp","methods"
"5438","YourCast","foreign"
"5439","YourCast","lattice"
"5440","yaImpute","R"
"5441","yacca","R"
"5442","yacca","utils"
"5443","yest","MASS"
"5444","yhat","MBESS"
"5445","yhat","yacca"
"5446","Zelig","MASS"
"5447","Zelig","boot"
"5448","zipfR","R"
"5449","zoo","R"
"5450","zoo","stats"
"5451","zyp","Kendall"
"5452","",""
